Distance_km,Traffic_Density,Road_Type,Time_of_Day,Day_of_Week,Weather,Num_Traffic_Signals,Speed_Limit_kmph,Incident_Type,Population_Density_per_km2,Response_Time_minutes
1.01,Medium,Primary,Evening,Wed,Rain,3,50,Fire,4296,5.05
3.98,High,Primary,Night,Fri,Clear,2,50,Fire,4371,8.71
0.07,Low,Residential,Night,Wed,Rain,6,70,Medical,200,1.0
2.64,High,Residential,Evening,Sun,Clear,1,50,Other,6147,8.13
8.51,Medium,Secondary,Afternoon,Wed,Clear,2,60,Medical,4769,10.01
0.57,High,Primary,Morning,Sat,Clear,0,70,Other,3305,1.0
1.91,Medium,Secondary,Evening,Wed,Clear,3,50,Medical,4081,5.3
0.29,Low,Primary,Evening,Tue,Rain,4,60,Crime,6937,1.14
2.95,Low,Primary,Afternoon,Sat,Clear,2,40,Medical,200,5.81
2.4,Low,Secondary,Evening,Mon,Clear,5,60,Medical,8384,4.5
1.57,Low,Primary,Night,Mon,Clear,1,50,Medical,3928,3.37
2.21,Medium,Secondary,Evening,Wed,Rain,4,60,Crime,200,7.69
6.81,Medium,Residential,Afternoon,Sat,Clear,5,40,Other,4850,19.75
0.66,High,Residential,Evening,Tue,Rain,1,50,Crime,7363,1.98
0.07,Low,Residential,Morning,Mon,Clear,1,50,Medical,4919,1.0
5.93,Medium,Residential,Morning,Thu,Clear,4,50,Fire,5965,11.54
2.58,High,Primary,Evening,Sat,Rain,2,60,Medical,7248,8.1
6.64,High,Residential,Evening,Sun,Clear,3,60,Medical,7821,19.6
2.73,Low,Residential,Afternoon,Sat,Clear,3,60,Fire,9154,3.45
4.98,Medium,Residential,Night,Sun,Rain,6,60,Fire,6428,11.72
1.68,Low,Secondary,Afternoon,Mon,Clear,4,70,Fire,1655,3.33
4.16,Low,Primary,Evening,Mon,Clear,1,60,Medical,8362,6.47
7.33,Low,Primary,Evening,Tue,Rain,1,50,Medical,9902,11.45
2.55,High,Primary,Morning,Tue,Clear,3,40,Medical,3359,5.99
0.6,Medium,Residential,Afternoon,Mon,Rain,2,50,Medical,4842,1.76
0.94,Medium,Secondary,Night,Thu,Clear,2,50,Medical,3404,2.72
0.66,High,Residential,Morning,Thu,Clear,5,50,Medical,6768,2.54
0.85,Low,Secondary,Morning,Sun,Clear,2,30,Crime,1413,1.0
1.1,Medium,Secondary,Afternoon,Wed,Snow,3,60,Medical,2198,3.76
2.43,Medium,Primary,Morning,Wed,Rain,1,60,Other,4540,3.59
2.66,Low,Primary,Night,Mon,Clear,3,50,Medical,6249,5.91
1.67,Medium,Secondary,Morning,Mon,Clear,2,60,Medical,4807,3.74
2.87,Low,Secondary,Evening,Mon,Clear,2,40,Medical,4867,5.67
0.26,High,Primary,Afternoon,Sat,Clear,4,60,Medical,6574,2.45
0.28,Low,Residential,Evening,Thu,Fog,1,40,Fire,7652,1.0
0.57,Low,Primary,Evening,Fri,Clear,4,50,Crime,5448,3.19
2.19,Medium,Residential,Afternoon,Wed,Snow,4,50,Crime,8809,8.63
0.72,Low,Primary,Night,Wed,Clear,3,40,Fire,200,4.16
1.0,Low,Secondary,Morning,Fri,Clear,4,40,Medical,3940,3.85
1.53,Low,Primary,Evening,Mon,Clear,2,60,Fire,200,4.01
5.01,Low,Residential,Night,Wed,Clear,0,40,Other,5713,7.13
0.04,Medium,Secondary,Evening,Thu,Clear,2,70,Other,6194,2.14
3.14,Medium,Secondary,Evening,Fri,Rain,6,60,Crime,3049,7.63
3.32,Medium,Residential,Morning,Thu,Clear,5,50,Medical,3591,6.8
4.81,Medium,Primary,Morning,Sat,Clear,4,60,Other,1032,7.49
8.1,Low,Primary,Morning,Mon,Clear,1,60,Fire,6997,10.17
0.06,Low,Residential,Night,Wed,Rain,5,60,Medical,1169,1.81
0.5,Medium,Secondary,Night,Sun,Snow,4,60,Fire,9070,3.64
6.52,High,Primary,Afternoon,Thu,Clear,2,70,Medical,3350,7.39
1.84,Low,Secondary,Afternoon,Fri,Rain,3,60,Medical,5131,3.74
2.49,Low,Primary,Morning,Sun,Clear,1,70,Medical,8112,1.63
3.26,Medium,Primary,Afternoon,Mon,Clear,4,60,Other,4786,6.17
3.41,Medium,Secondary,Afternoon,Wed,Fog,3,60,Medical,4744,6.83
8.05,Medium,Residential,Evening,Wed,Clear,0,50,Medical,7264,18.44
17.38,Low,Secondary,Night,Sun,Clear,4,50,Medical,2406,21.03
3.82,Medium,Secondary,Evening,Mon,Rain,2,60,Medical,3751,8.98
1.02,Low,Residential,Evening,Mon,Clear,3,70,Fire,6044,1.0
6.35,Medium,Primary,Evening,Mon,Clear,2,40,Medical,4683,14.64
0.15,High,Secondary,Evening,Sat,Clear,4,60,Fire,1120,1.0
0.79,Medium,Residential,Afternoon,Thu,Clear,3,60,Other,2308,1.19
6.83,Low,Primary,Afternoon,Tue,Rain,3,40,Other,9644,16.91
0.89,High,Primary,Afternoon,Sat,Rain,1,60,Medical,5064,1.01
0.75,High,Residential,Evening,Wed,Clear,4,70,Medical,5479,3.99
0.45,Medium,Residential,Night,Sun,Fog,2,60,Medical,6364,1.65
5.88,Low,Primary,Evening,Thu,Clear,1,40,Medical,8574,10.54
2.08,Low,Primary,Night,Fri,Clear,4,70,Fire,1964,2.12
3.37,High,Primary,Morning,Wed,Clear,4,40,Fire,4771,9.65
0.82,Medium,Primary,Evening,Sat,Clear,2,40,Medical,3993,3.81
4.26,High,Secondary,Night,Tue,Rain,3,50,Medical,6164,11.26
4.28,Low,Secondary,Evening,Fri,Rain,2,50,Medical,2174,6.6
1.12,Low,Residential,Night,Wed,Rain,0,60,Crime,6971,2.5
1.59,High,Primary,Evening,Sun,Clear,4,50,Medical,4559,4.56
0.71,Medium,Residential,Morning,Tue,Rain,5,50,Fire,5193,4.48
11.26,Low,Primary,Morning,Mon,Clear,2,40,Medical,6381,13.5
3.11,Low,Primary,Evening,Tue,Clear,3,50,Medical,2956,4.4
8.18,Medium,Secondary,Night,Wed,Snow,4,70,Fire,8261,13.12
1.08,Low,Primary,Morning,Tue,Clear,9,60,Medical,10288,3.62
4.57,Medium,Primary,Evening,Sat,Clear,4,60,Medical,7710,7.11
4.36,Low,Residential,Evening,Wed,Clear,6,50,Medical,9677,11.54
3.53,Medium,Primary,Morning,Wed,Snow,1,40,Crime,5153,11.3
10.11,Low,Secondary,Morning,Sun,Clear,4,60,Fire,6375,13.3
1.5,High,Primary,Afternoon,Tue,Clear,5,70,Other,3575,6.43
0.42,Low,Primary,Afternoon,Tue,Clear,4,40,Crime,6536,2.99
3.34,Medium,Secondary,Morning,Sat,Clear,3,50,Crime,7984,9.35
3.92,Low,Residential,Morning,Fri,Clear,2,50,Crime,1826,6.59
2.57,Medium,Secondary,Morning,Fri,Clear,1,60,Medical,3199,4.9
0.7,High,Secondary,Evening,Thu,Clear,4,50,Crime,5566,2.7
2.11,High,Residential,Evening,Wed,Clear,8,60,Fire,8833,8.92
1.12,Medium,Residential,Evening,Fri,Clear,2,40,Medical,5475,3.6
1.67,Medium,Primary,Afternoon,Sun,Clear,3,60,Medical,1438,2.06
3.11,High,Secondary,Night,Thu,Rain,0,50,Medical,3406,7.16
4.1,High,Secondary,Night,Sat,Clear,4,50,Fire,2845,8.58
0.79,High,Secondary,Night,Wed,Clear,3,50,Medical,5489,1.5
1.56,Low,Secondary,Afternoon,Sat,Fog,1,50,Fire,4545,3.72
0.94,High,Primary,Night,Sun,Clear,4,60,Medical,1830,1.12
0.66,Low,Secondary,Evening,Thu,Clear,0,40,Crime,4888,1.03
4.59,Low,Secondary,Afternoon,Fri,Clear,1,70,Medical,5302,5.07
7.2,Low,Secondary,Morning,Thu,Clear,2,70,Crime,4423,8.53
1.39,Low,Residential,Evening,Tue,Clear,0,60,Other,8198,2.46
4.17,Medium,Residential,Morning,Sat,Rain,2,70,Medical,4919,6.06
6.82,High,Secondary,Afternoon,Thu,Clear,1,60,Fire,7812,12.73
5.61,Medium,Secondary,Afternoon,Sat,Clear,0,60,Medical,9214,7.48
0.61,Medium,Secondary,Evening,Mon,Rain,6,60,Medical,4099,2.9
9.39,Medium,Secondary,Night,Mon,Clear,6,30,Medical,4783,23.97
1.42,Medium,Residential,Evening,Thu,Clear,4,60,Other,5381,5.38
1.24,Low,Secondary,Evening,Mon,Clear,2,30,Medical,9646,2.46
0.19,High,Primary,Afternoon,Thu,Clear,1,60,Fire,2646,1.0
2.0,Medium,Secondary,Evening,Sat,Clear,3,60,Medical,1530,4.83
0.35,Medium,Secondary,Afternoon,Sun,Clear,4,40,Crime,6393,1.69
0.86,Medium,Secondary,Night,Sun,Snow,2,60,Medical,7061,1.0
1.14,High,Secondary,Afternoon,Thu,Clear,1,60,Medical,2659,3.78
4.96,Low,Primary,Afternoon,Thu,Rain,2,50,Fire,2918,8.12
6.25,Low,Primary,Afternoon,Mon,Clear,4,30,Medical,3157,14.35
1.08,Medium,Primary,Evening,Wed,Clear,4,40,Medical,7299,5.29
5.87,Medium,Secondary,Night,Thu,Clear,2,60,Crime,9972,7.34
5.84,High,Primary,Afternoon,Thu,Clear,1,50,Medical,10536,11.86
4.34,Low,Residential,Afternoon,Tue,Clear,3,30,Medical,5314,11.69
0.48,Low,Primary,Evening,Tue,Fog,3,50,Medical,200,2.22
3.52,High,Residential,Night,Fri,Rain,2,60,Fire,2452,8.7
8.7,Medium,Primary,Afternoon,Mon,Clear,1,60,Fire,4461,9.25
3.44,Medium,Primary,Morning,Wed,Clear,2,60,Crime,5358,6.75
1.21,Low,Secondary,Afternoon,Sun,Clear,1,60,Medical,6782,1.0
2.08,Low,Primary,Evening,Thu,Rain,4,60,Crime,7374,4.82
3.11,Medium,Residential,Afternoon,Sun,Clear,4,40,Medical,7845,7.5
2.14,Low,Primary,Morning,Thu,Clear,1,40,Crime,1300,3.41
0.38,High,Secondary,Morning,Mon,Clear,4,50,Medical,1307,2.28
1.12,Medium,Residential,Evening,Fri,Clear,2,50,Other,5343,2.17
4.86,Low,Primary,Night,Fri,Clear,4,40,Medical,4346,8.26
5.93,Medium,Primary,Night,Tue,Fog,0,60,Crime,2374,8.78
0.44,Medium,Primary,Evening,Sun,Clear,3,60,Crime,2930,3.18
9.13,Low,Secondary,Evening,Mon,Clear,3,50,Medical,6806,13.63
1.2,Low,Primary,Afternoon,Fri,Fog,3,50,Crime,5556,2.49
3.26,Low,Secondary,Evening,Fri,Clear,4,50,Medical,7626,6.77
4.18,Medium,Residential,Morning,Sun,Rain,3,50,Fire,5468,9.94
5.01,Medium,Residential,Evening,Wed,Clear,1,50,Fire,1608,9.07
8.74,Medium,Primary,Night,Tue,Clear,6,50,Fire,3244,15.86
1.13,Medium,Primary,Night,Tue,Clear,1,50,Crime,3423,1.71
5.87,Medium,Primary,Afternoon,Tue,Clear,3,50,Crime,5715,10.11
0.42,Medium,Secondary,Evening,Sat,Clear,3,60,Medical,2196,4.5
3.66,Medium,Primary,Night,Fri,Clear,5,50,Medical,6932,5.82
4.06,Low,Residential,Morning,Thu,Clear,6,50,Medical,362,7.6
3.4,High,Secondary,Evening,Sat,Rain,5,50,Crime,200,13.18
0.87,Medium,Primary,Afternoon,Fri,Clear,1,40,Medical,5004,3.61
6.19,High,Secondary,Night,Fri,Clear,3,60,Medical,3028,10.19
0.55,Medium,Primary,Morning,Sun,Clear,4,50,Medical,3984,2.01
0.17,Low,Primary,Morning,Mon,Rain,1,30,Other,7953,1.0
3.79,Medium,Primary,Evening,Sun,Clear,3,60,Fire,1412,4.97
1.94,Low,Primary,Morning,Tue,Clear,4,30,Other,7700,5.08
5.67,Medium,Secondary,Morning,Tue,Clear,0,50,Medical,5700,6.77
1.45,Medium,Secondary,Evening,Sun,Rain,1,60,Other,3577,3.5
0.55,High,Primary,Evening,Wed,Rain,6,70,Fire,3838,2.99
5.43,Medium,Residential,Afternoon,Tue,Clear,4,50,Fire,6354,10.4
2.39,Medium,Secondary,Evening,Fri,Rain,4,50,Medical,6343,5.74
0.63,Low,Primary,Evening,Mon,Clear,5,50,Medical,3314,1.0
3.82,High,Primary,Evening,Wed,Clear,4,40,Medical,6071,14.19
2.15,High,Secondary,Evening,Fri,Rain,4,50,Medical,4453,10.17
2.78,Medium,Residential,Morning,Fri,Clear,1,60,Medical,7143,2.97
1.85,Low,Secondary,Afternoon,Sat,Clear,1,40,Other,2584,1.09
5.29,Medium,Residential,Afternoon,Wed,Clear,1,50,Medical,4016,10.25
5.31,Low,Secondary,Morning,Sat,Rain,4,60,Fire,200,7.05
3.71,Medium,Secondary,Afternoon,Fri,Clear,2,50,Crime,6594,7.26
0.33,Low,Secondary,Afternoon,Fri,Clear,3,60,Other,6123,1.52
5.48,Medium,Secondary,Evening,Sat,Clear,3,60,Fire,2799,8.66
3.34,Medium,Primary,Evening,Mon,Clear,1,50,Medical,7984,8.32
3.58,Low,Residential,Night,Mon,Clear,2,60,Crime,2051,3.06
1.35,Medium,Primary,Morning,Sat,Snow,3,60,Crime,6279,2.44
6.34,High,Secondary,Morning,Mon,Clear,0,60,Fire,8014,10.28
3.88,Low,Secondary,Afternoon,Tue,Clear,3,60,Medical,4862,4.66
0.36,Medium,Secondary,Morning,Wed,Rain,0,60,Medical,4542,1.94
1.57,Low,Primary,Evening,Mon,Clear,6,60,Other,5983,3.89
6.52,Low,Secondary,Afternoon,Fri,Clear,2,50,Other,6080,9.26
0.15,Low,Secondary,Afternoon,Tue,Clear,6,60,Medical,6207,2.44
9.76,Medium,Secondary,Afternoon,Wed,Rain,3,70,Medical,2683,13.44
3.41,Low,Residential,Afternoon,Mon,Clear,4,60,Crime,3461,6.81
2.99,High,Secondary,Afternoon,Mon,Clear,1,60,Fire,6811,5.2
0.95,Medium,Primary,Morning,Wed,Clear,2,60,Fire,6272,2.62
0.86,Low,Residential,Morning,Mon,Clear,5,50,Other,5593,4.56
8.54,Medium,Residential,Afternoon,Sat,Clear,3,50,Other,3378,17.09
1.06,Low,Primary,Morning,Wed,Clear,2,60,Crime,200,3.59
4.48,Medium,Primary,Evening,Wed,Clear,3,70,Medical,2530,5.48
1.5,Low,Primary,Afternoon,Fri,Clear,1,60,Crime,4585,3.09
0.45,Low,Secondary,Morning,Sun,Clear,2,50,Crime,7531,3.48
0.03,Medium,Residential,Morning,Wed,Clear,2,40,Medical,2374,1.0
2.36,High,Residential,Afternoon,Sun,Clear,3,60,Medical,4886,6.55
11.16,Low,Residential,Morning,Thu,Clear,3,60,Medical,3604,11.4
1.38,High,Primary,Morning,Mon,Clear,5,70,Crime,7380,4.65
1.33,Low,Secondary,Afternoon,Sun,Clear,2,50,Medical,7260,1.82
1.27,High,Primary,Afternoon,Fri,Clear,1,60,Fire,5300,1.56
2.21,Medium,Primary,Evening,Sun,Clear,0,50,Fire,7068,3.79
1.74,Low,Secondary,Evening,Tue,Clear,5,40,Other,6616,6.54
6.36,Low,Primary,Morning,Sun,Clear,2,30,Medical,3255,11.38
2.11,Low,Secondary,Morning,Sun,Clear,4,60,Medical,8408,3.66
2.13,Low,Secondary,Evening,Thu,Clear,3,50,Other,5062,5.23
0.45,Low,Residential,Evening,Wed,Clear,6,50,Fire,2903,3.69
12.18,Medium,Primary,Night,Tue,Clear,1,50,Fire,3550,16.22
0.86,High,Residential,Morning,Sun,Clear,2,60,Crime,5041,1.92
0.23,Low,Residential,Afternoon,Tue,Clear,3,50,Crime,9563,1.0
3.26,Medium,Residential,Evening,Tue,Clear,4,50,Crime,3308,9.57
2.71,Medium,Residential,Evening,Tue,Clear,5,40,Medical,4495,10.39
1.61,High,Secondary,Morning,Fri,Clear,2,60,Other,5923,3.86
1.65,Medium,Secondary,Evening,Fri,Clear,3,70,Medical,1602,2.82
4.61,Medium,Secondary,Afternoon,Tue,Rain,4,60,Medical,3592,9.25
0.65,Medium,Secondary,Morning,Thu,Rain,2,70,Fire,7163,2.73
5.15,Low,Secondary,Afternoon,Mon,Clear,2,60,Medical,3491,5.98
3.14,Low,Residential,Morning,Sat,Clear,1,40,Medical,7585,5.18
1.63,Low,Secondary,Evening,Mon,Clear,2,60,Medical,846,2.5
1.84,Low,Primary,Evening,Fri,Clear,3,30,Other,6434,4.8
0.89,Medium,Secondary,Evening,Thu,Snow,2,50,Fire,1532,2.37
4.18,Low,Primary,Afternoon,Thu,Clear,2,50,Medical,5913,5.85
2.16,Medium,Primary,Morning,Wed,Clear,2,60,Crime,4783,2.14
1.16,Low,Primary,Afternoon,Fri,Fog,5,60,Medical,8458,2.86
2.72,High,Primary,Afternoon,Thu,Clear,5,50,Medical,5545,5.75
16.37,High,Residential,Evening,Thu,Clear,6,60,Fire,6752,39.34
1.71,Low,Secondary,Afternoon,Mon,Clear,3,40,Medical,5741,3.12
7.6,Low,Primary,Afternoon,Thu,Clear,3,70,Fire,5694,6.64
1.27,Medium,Secondary,Afternoon,Thu,Clear,0,70,Other,9523,1.0
0.17,Low,Primary,Morning,Sun,Fog,4,60,Crime,5550,1.0
0.69,Low,Secondary,Evening,Tue,Fog,3,60,Fire,4010,4.1
1.63,Low,Secondary,Afternoon,Sun,Clear,5,70,Fire,5115,4.06
0.74,High,Residential,Evening,Mon,Rain,3,50,Crime,701,2.92
0.0,High,Primary,Evening,Mon,Clear,2,60,Medical,3335,1.19
7.4,Medium,Secondary,Morning,Tue,Clear,3,50,Medical,1905,10.15
5.57,Medium,Residential,Afternoon,Mon,Clear,1,40,Fire,3371,10.57
4.07,High,Residential,Evening,Wed,Clear,4,40,Crime,1679,14.6
0.55,High,Primary,Morning,Sat,Clear,3,60,Medical,8720,2.61
0.38,High,Secondary,Evening,Wed,Clear,4,50,Medical,8844,2.97
0.21,Low,Primary,Morning,Fri,Clear,4,60,Fire,4279,2.94
3.86,Low,Secondary,Afternoon,Sat,Clear,3,50,Fire,2466,6.12
7.93,Medium,Primary,Night,Mon,Clear,4,50,Crime,3855,11.38
1.69,Medium,Residential,Evening,Mon,Clear,4,60,Fire,7564,5.07
0.38,Low,Primary,Afternoon,Wed,Clear,6,50,Medical,2068,3.92
2.15,Low,Secondary,Morning,Fri,Clear,1,60,Medical,5827,2.7
1.29,High,Secondary,Morning,Sun,Rain,2,50,Medical,2964,3.03
1.41,High,Residential,Evening,Fri,Clear,5,40,Medical,7113,8.75
2.91,Low,Secondary,Afternoon,Wed,Clear,4,60,Crime,8327,4.84
3.81,High,Primary,Afternoon,Wed,Clear,4,50,Crime,8520,11.0
0.35,Medium,Primary,Night,Sat,Clear,1,60,Other,1866,1.0
0.11,High,Primary,Afternoon,Tue,Clear,1,50,Medical,3720,1.38
15.52,Low,Residential,Afternoon,Fri,Rain,4,60,Medical,7297,23.5
0.79,Low,Secondary,Evening,Fri,Clear,4,40,Fire,4211,3.0
0.17,Low,Secondary,Afternoon,Tue,Clear,4,40,Fire,6342,2.83
0.63,Medium,Primary,Afternoon,Wed,Rain,0,70,Crime,4289,1.95
0.12,Medium,Residential,Afternoon,Sun,Clear,0,30,Medical,1954,1.03
1.49,Low,Secondary,Night,Tue,Rain,3,60,Medical,1798,3.93
4.86,High,Residential,Afternoon,Tue,Rain,2,30,Fire,5052,24.93
1.25,Low,Secondary,Afternoon,Thu,Clear,2,60,Medical,4493,1.22
1.76,Low,Primary,Evening,Fri,Fog,0,40,Medical,7998,3.58
3.38,Medium,Primary,Morning,Wed,Clear,4,60,Medical,3971,5.68
2.13,Medium,Primary,Evening,Thu,Clear,4,50,Medical,2087,3.77
5.93,Low,Secondary,Afternoon,Sat,Clear,3,50,Medical,6860,10.47
6.03,Medium,Secondary,Evening,Thu,Clear,3,50,Fire,3937,11.99
0.03,Medium,Primary,Evening,Sun,Clear,3,40,Crime,1144,1.35
4.52,Medium,Primary,Night,Thu,Rain,4,50,Crime,5914,8.45
1.85,Medium,Primary,Afternoon,Wed,Clear,4,50,Medical,3228,4.69
13.49,Low,Residential,Evening,Tue,Clear,4,50,Other,873,22.0
1.98,Medium,Primary,Afternoon,Wed,Clear,3,60,Medical,6155,2.21
13.0,High,Primary,Evening,Fri,Clear,3,40,Other,3072,36.63
4.21,Low,Primary,Morning,Sat,Clear,4,50,Medical,7339,6.13
0.86,Low,Secondary,Morning,Sun,Clear,2,60,Medical,4505,1.34
2.32,High,Secondary,Morning,Sat,Clear,3,50,Fire,4135,7.72
14.54,Low,Residential,Afternoon,Sat,Rain,3,40,Fire,10399,36.45
5.85,Medium,Primary,Morning,Sun,Clear,1,60,Other,5410,7.73
0.31,High,Secondary,Evening,Fri,Fog,2,60,Fire,4333,1.98
3.68,Low,Primary,Afternoon,Tue,Clear,4,60,Crime,5440,6.57
1.27,Low,Residential,Evening,Wed,Clear,4,50,Other,5426,5.9
0.02,High,Primary,Morning,Tue,Clear,4,40,Medical,9230,2.26
1.55,High,Primary,Morning,Tue,Clear,3,70,Other,3744,3.57
0.8,Medium,Secondary,Afternoon,Wed,Rain,2,60,Crime,5701,2.42
5.13,Medium,Primary,Afternoon,Fri,Clear,3,70,Medical,4505,6.84
1.23,High,Primary,Morning,Wed,Clear,3,40,Medical,7296,5.44
5.27,Medium,Secondary,Night,Sat,Clear,1,60,Medical,5988,7.01
0.0,Low,Secondary,Afternoon,Fri,Rain,3,40,Fire,3843,2.76
1.1,Low,Secondary,Evening,Mon,Clear,0,60,Medical,4728,1.0
0.83,Medium,Secondary,Morning,Mon,Clear,6,50,Other,6101,2.01
0.8,High,Secondary,Night,Mon,Clear,3,50,Other,2378,3.49
0.21,High,Secondary,Afternoon,Sat,Clear,2,70,Crime,6423,1.0
0.62,High,Secondary,Night,Sun,Clear,5,50,Other,2812,4.01
2.43,High,Secondary,Afternoon,Sun,Rain,6,60,Crime,7748,7.98
1.03,Medium,Primary,Morning,Thu,Rain,4,40,Medical,7807,3.9
1.62,Low,Primary,Afternoon,Fri,Fog,4,50,Medical,1238,3.6
1.42,Medium,Secondary,Afternoon,Fri,Rain,1,40,Fire,6043,5.17
6.26,Medium,Secondary,Morning,Wed,Rain,5,50,Medical,4296,13.34
7.07,Medium,Residential,Morning,Fri,Rain,3,60,Fire,3914,12.33
2.04,Low,Primary,Evening,Wed,Snow,2,50,Fire,4783,4.05
1.2,High,Primary,Morning,Thu,Rain,4,50,Other,5327,5.02
0.34,Medium,Primary,Afternoon,Wed,Clear,4,60,Medical,717,1.46
9.2,Low,Primary,Afternoon,Mon,Clear,2,50,Other,200,10.63
0.19,Medium,Secondary,Evening,Wed,Clear,5,50,Medical,8446,1.72
1.06,Medium,Secondary,Morning,Wed,Clear,6,60,Other,4761,3.31
1.06,Low,Secondary,Evening,Wed,Clear,3,50,Medical,4738,4.55
1.16,High,Secondary,Morning,Fri,Clear,3,60,Medical,2771,5.17
0.54,Low,Residential,Afternoon,Tue,Clear,2,50,Fire,4119,3.05
4.59,Low,Residential,Afternoon,Tue,Clear,3,70,Other,2265,6.72
0.39,Low,Secondary,Night,Sat,Clear,2,70,Medical,4369,1.44
3.02,Medium,Residential,Morning,Tue,Rain,7,60,Medical,4260,6.99
0.4,High,Secondary,Morning,Sat,Clear,0,50,Other,4056,1.0
0.22,High,Residential,Evening,Fri,Clear,6,60,Medical,4918,2.49
7.2,High,Residential,Afternoon,Mon,Rain,4,60,Fire,4609,21.43
0.63,Low,Residential,Evening,Tue,Clear,1,50,Medical,6904,1.0
5.17,Low,Secondary,Night,Tue,Clear,5,40,Medical,7727,9.64
2.36,Medium,Residential,Night,Sun,Clear,3,50,Fire,5220,2.43
0.24,Low,Secondary,Afternoon,Sun,Rain,5,60,Medical,3047,2.98
9.33,High,Primary,Afternoon,Thu,Clear,4,50,Medical,5354,18.61
0.85,Medium,Primary,Night,Sun,Clear,3,60,Other,3700,1.0
5.89,High,Residential,Morning,Sat,Snow,5,50,Medical,6293,23.07
0.55,Low,Primary,Afternoon,Sat,Rain,1,50,Medical,253,1.53
5.77,Medium,Secondary,Afternoon,Thu,Clear,1,60,Other,4553,7.3
0.04,Medium,Primary,Afternoon,Mon,Rain,6,40,Medical,7854,2.47
2.15,Low,Primary,Night,Wed,Clear,2,60,Medical,5830,2.96
4.4,Medium,Residential,Evening,Wed,Clear,3,70,Medical,8873,8.12
8.19,Low,Residential,Afternoon,Thu,Clear,4,60,Medical,811,11.16
7.2,Low,Secondary,Evening,Thu,Clear,2,50,Crime,2980,12.2
5.14,Low,Primary,Afternoon,Mon,Clear,3,70,Medical,3623,6.6
6.57,Low,Secondary,Night,Mon,Rain,3,50,Crime,5368,9.05
0.67,Medium,Secondary,Afternoon,Fri,Clear,2,50,Fire,7325,4.07
1.0,Low,Primary,Morning,Wed,Clear,2,50,Crime,3653,1.83
1.02,Low,Primary,Morning,Fri,Clear,3,40,Fire,2160,4.81
1.42,Low,Secondary,Afternoon,Tue,Clear,3,50,Crime,3100,1.02
1.5,Low,Primary,Afternoon,Sat,Clear,6,60,Medical,5349,3.68
2.36,Low,Secondary,Morning,Sat,Rain,2,50,Medical,3400,6.36
0.52,Low,Primary,Night,Mon,Fog,4,50,Medical,4591,1.73
3.53,Medium,Secondary,Night,Wed,Snow,0,60,Crime,1832,3.37
0.55,Medium,Primary,Evening,Wed,Clear,1,50,Medical,8206,1.41
1.11,Medium,Residential,Night,Fri,Fog,8,60,Medical,6093,5.77
2.1,High,Secondary,Night,Thu,Clear,5,60,Crime,5378,6.29
4.78,Medium,Primary,Evening,Thu,Clear,4,40,Medical,1788,11.0
4.04,Medium,Secondary,Afternoon,Mon,Clear,1,60,Medical,7387,6.03
3.11,High,Residential,Night,Sun,Rain,3,50,Medical,4111,9.52
0.51,Low,Residential,Evening,Sat,Clear,2,60,Medical,9258,1.0
2.38,Medium,Secondary,Morning,Thu,Clear,0,50,Crime,4339,5.31
0.27,Low,Primary,Afternoon,Tue,Rain,6,30,Fire,5164,3.62
1.42,Low,Secondary,Afternoon,Wed,Clear,2,60,Medical,2575,1.5
1.6,Medium,Residential,Night,Thu,Clear,0,50,Medical,2310,1.05
0.12,Low,Secondary,Evening,Mon,Clear,2,60,Other,7542,2.21
0.96,Low,Residential,Night,Tue,Rain,6,60,Medical,4650,3.03
9.35,Low,Primary,Evening,Sat,Clear,2,40,Crime,8583,21.04
9.21,Low,Primary,Afternoon,Sat,Clear,1,50,Fire,2698,8.99
1.3,Low,Residential,Evening,Fri,Rain,2,40,Medical,2110,4.49
0.13,Medium,Secondary,Morning,Fri,Fog,2,50,Other,3616,2.58
0.59,Medium,Primary,Afternoon,Tue,Clear,7,60,Crime,987,1.0
1.49,Medium,Primary,Evening,Mon,Clear,5,50,Medical,4419,3.64
8.86,Low,Residential,Evening,Sun,Clear,1,50,Medical,7202,14.7
0.46,High,Primary,Evening,Fri,Clear,4,70,Other,7692,4.03
4.33,Medium,Primary,Afternoon,Wed,Rain,6,50,Fire,763,9.09
0.35,Low,Primary,Evening,Sat,Snow,2,70,Medical,386,1.7
11.93,High,Residential,Morning,Sat,Rain,3,60,Medical,3388,28.31
1.44,Medium,Residential,Afternoon,Wed,Clear,4,70,Medical,808,1.47
4.48,Medium,Secondary,Afternoon,Sat,Clear,2,60,Crime,7509,8.04
1.26,Low,Secondary,Evening,Sat,Clear,3,70,Medical,4619,1.99
2.96,Medium,Primary,Morning,Sat,Clear,3,50,Medical,3772,4.13
0.64,High,Primary,Afternoon,Mon,Rain,2,60,Medical,7388,3.12
0.47,Medium,Residential,Evening,Mon,Clear,4,40,Medical,5258,4.44
8.34,Medium,Primary,Evening,Sun,Clear,2,70,Crime,3080,9.56
7.49,Medium,Secondary,Afternoon,Wed,Clear,2,50,Fire,2659,14.85
6.55,High,Secondary,Afternoon,Mon,Clear,6,60,Medical,2236,14.44
2.95,Low,Primary,Night,Tue,Clear,2,50,Medical,5857,3.44
4.95,Medium,Secondary,Night,Mon,Rain,1,60,Other,6386,12.07
0.21,Low,Secondary,Afternoon,Sat,Clear,4,40,Medical,9003,1.85
